Gene_Symbol,Boruta_Selezionato,Boruta_Tentativo,Boruta_Rank
CLDN1,False,False,6116
CLDN10,False,False,11681
CLDN11,False,False,7766
CLDN14,False,False,11681
CLDN15,False,False,715
CLDN16,False,False,7766
CLDN17,False,False,11681
CLDN18,False,False,7766
CLDN22 /// WWC2,False,False,2666
CLDN3,False,False,11681
CLDN4,False,False,3456
CLDN5,False,False,11681
CLDN6,False,False,11681
CLDN7,False,False,4004
CLDN8,False,False,7766
CLDN9,False,False,5102
CLDND1,False,False,7766
CLEC10A,False,False,2057
CLEC11A,False,False,11681
CLEC16A,False,False,6116
CLEC1A,False,False,11681
CLEC1B,False,False,11681
CLEC2B,False,False,3456
CLEC2D,False,False,5102
CLEC3B /// EXOSC7,False,False,1500
CLEC4A,False,False,1389
CLEC4E,False,False,11681
CLEC4M,False,False,2689
CLEC5A,False,False,11681
CLEC7A,False,False,5102
CLGN,False,False,11681
CLIC1,False,False,887
CLIC1P1 /// CLIC1P1,False,False,5102
CLIC2,False,False,2490
CLIC3,False,False,1475
CLIC4,False,False,1826
CLIC5,False,False,11681
CLINT1,False,False,1045
CLIP1,False,False,460
CLIP2,False,False,11681
CLIP3,False,False,7766
CLIP4,False,False,6116
CLK1,False,False,11681
CLK2,False,False,2520
CLK3,False,False,4264
CLK4,False,False,11681
CLMN,False,False,6116
CLN3,False,False,2956
CLN5,False,False,3456
CLN6,False,False,11681
CLN8,False,False,1858
CLNS1A,False,False,11681
CLOCK,False,False,11681
CLP1,False,False,6
CLPB,False,False,2646
CLPP,False,False,11681
CLPS,False,False,2858
CLPTM1,False,False,1165
CLPX,False,False,75
CLSPN,False,False,7766
CLSTN1,False,False,7766
CLSTN2,False,False,11681
CLSTN3,False,False,9587
CLTA,False,False,2975
CLTB,False,False,11681
CLTC,False,False,5102
CLTC-IT1,False,False,168
CLTCL1,False,False,11681
CLU,False,False,36
CLUAP1,False,False,9587
CLUH,False,False,5102
CLUHP3,False,False,7766
CLUL1,False,False,3456
CMA1,False,False,1694
CMAHP,False,False,2131
CMAS,False,False,9195
CMC2,False,False,9587
CMC4,False,False,7766
CMC4 /// MTCP1,False,False,7766
CMKLR1,False,False,2495
CMPK1,False,False,1055
CMTM6,False,False,7766
CMTR1,False,False,7766
CNBP,False,False,4004
CNDP2,False,False,2478
CNGA1,False,False,4004
CNGA3,False,False,2202
CNGB1,False,False,7766
CNGB3,False,False,11681
CNIH1,False,False,1356
CNIH3,False,False,11681
CNIH4,False,False,7766
CNKSR1,False,False,9587
CNKSR2,False,False,3456
CNN1,False,False,873
CNN2,False,False,11681
CNN3,False,False,7766
CNN3P1 /// CNN3P1,False,False,7766
CNNM1,False,False,11681
CNNM2,False,False,2296
CNNM3,False,False,5102
CNNM4,False,False,3023
CNOT1,False,False,11681
CNOT2,False,False,9587
CNOT3,False,False,11681
CNOT4,False,False,11681
CNOT6,False,False,5102
CNOT7,False,False,1446
CNOT8,False,False,2325
CNP,False,False,3456
CNPPD1,False,False,11681
CNPY2,False,False,920
CNPY3,False,False,11681
CNPY4,False,False,7766
CNR1,False,False,2996
CNR2,False,False,1435
CNTD2,False,False,11681
CNTF,False,False,11681
CNTFR,False,False,11681
CNTLN,False,False,4004
CNTN1,False,False,4264
CNTN2,False,False,11681
CNTN5,False,False,1924
CNTN6,False,False,11681
CNTNAP1,False,False,3456
CNTNAP2,False,False,4004
CNTNAP3P2,False,False,7766
CNTRL,False,False,6116
COA1,False,False,1890
COA3,False,False,11681
COA4,False,False,2039
COA7,False,False,3456
COASY,False,False,9587
COBL,False,False,5102
COBLL1,False,False,6116
COCH,False,False,3456
COG2,False,False,7766
COG4,False,False,11681
COG5,False,False,4004
COG7,False,False,3456
COG8 /// PDF,False,False,11681
COIL,False,False,7766
COL10A1,False,False,7766
COL11A1,False,False,11681
COL11A2,False,False,2535
COL13A1,False,False,7766
COL14A1,False,False,4264
COL15A1,False,False,6116
COL16A1,False,False,11681
COL17A1,False,False,1652
COL18A1,False,False,4004
COL19A1,False,False,11681
COL1A1,False,False,11681
COL1A2,False,False,11681
COL21A1,False,False,11681
COL2A1,False,False,11681
COL3A1,False,False,9195
COL4A1,False,False,9587
COL4A2,False,False,7766
COL4A3,False,False,11681
COL4A3BP,False,False,5102
COL4A4,False,False,9587
COL4A5,False,False,7766
COL4A6,False,False,11681
COL5A1,False,False,5102
COL5A2,False,False,11681
COL5A3,False,False,7766
COL6A1,False,False,11681
COL6A2,False,False,5102
COL6A3,False,False,11681
COL7A1,False,False,6116
COL8A1,False,False,9587
COL8A2,False,False,425
COL9A1,False,False,11681
COL9A2,False,False,7766
COL9A3,False,False,1474
COLEC10,False,False,5102
COLEC11,False,False,11681
COLEC12,False,False,11681
COLGALT1,False,False,11681
COLGALT2,False,False,9587
COLQ,False,False,1541
COMMD10,False,False,11681
COMMD3,False,False,591
COMMD4,False,False,893
COMMD8,False,False,11681
COMMD9,False,False,3456
COMP,False,False,1300
COMT,False,False,2228
COPA,False,False,957
COPB1,False,False,11681
COPB2,False,False,11681
COPE,False,False,5102
COPG1,False,False,11681
COPG2IT1,False,False,5102
COPS2,False,False,5102
COPS3,False,False,11681
COPS4,False,False,5102
COPS5,False,False,5102
COPS6,False,False,6116
COPS7A,False,False,7766
COPS7B,False,False,7766
COPS8,False,False,7766
COPZ1,False,False,7766
COPZ2,False,False,7766
COQ10B,False,False,9587
COQ2,False,False,7766
COQ3,False,False,7766
COQ4,False,False,11681
COQ6,False,False,1533
COQ7,False,False,4004
COQ9,False,False,7766
CORIN,False,False,7766
CORO1A,False,False,1897
CORO1B,False,False,11681
CORO1C,False,False,7766
CORO2A,False,False,7766
CORO2B,False,False,2454
CORO7,False,False,7766
CORT,False,False,5102
COTL1,False,False,9587
COX10,False,False,5102
COX11,False,False,11681
COX15,False,False,11681
COX16 /// SYNJ2BP-COX16,False,False,3456
COX17 /// POPDC2,False,False,11681
COX20,False,False,1222
COX4I1,False,False,2935
COX5A,False,False,11681
COX5B,False,False,6116
COX6A1,False,False,3456
COX6A2,False,False,9587
COX6B1,False,False,9587
COX6B1P3 /// COX6B1P3,False,False,6116
COX6C,False,False,9195
COX6CP1 /// COX6CP1,False,False,11681
COX6CP2 /// COX6CP2,False,False,5102
COX7A1,False,False,5102
COX7A2,False,False,2107
COX7A2L,False,False,4004
COX7A2P2 /// COX7A2P2,False,False,1027
COX7B,False,False,7766
COX7BP1 /// COX7BP1,False,False,9587
COX7C,False,False,6116
COX8A,False,False,7766
CP,False,False,11681
CPA1,False,False,586
CPA2,False,False,2285
CPA3,False,False,815
CPA4,False,False,7766
CPB1,False,False,11681
CPB2,False,False,674
CPD,False,False,11681
CPE,False,False,3456
CPEB1,False,False,9587
CPEB3,False,False,11681
CPED1,False,False,3456
CPLX2,False,False,5102
CPLX3,False,False,1553
CPM,False,False,11681
CPN1,False,False,7766
CPN2,False,False,11681
CPNE1,False,False,236
CPNE3,False,False,1911
CPNE6,False,False,2910
CPNE7,False,False,2143
CPOX,False,False,11681
CPPED1,False,False,6116
CPQ,False,False,7766
CPS1,False,False,11681
CPS1-IT1,False,False,4004
CPSF1,False,False,11681
CPSF1 /// MIR1234 /// MIR6849 /// MIR939,False,False,904
CPSF3L /// MIR6727,False,False,9195
CPSF4,False,False,5102
CPSF6,False,False,3456
CPSF7,False,False,7766
CPT1A,False,False,1024
CPT2,False,False,5102
CPTP,False,False,5102
CPVL,False,False,7766
CPZ /// GPR78,False,False,5102
CR1,False,False,7766
CR2,True,False,1
CRABP1,False,False,3456
CRABP2,False,False,6116
CRADD,False,False,3456
CRAT,False,False,5102
CRB1,False,False,11681
CRBN,False,False,7766
CRCP,False,False,7766
CRCT1,False,False,3456
CREB1,False,False,7766
CREB3,False,False,823
CREB3L1,False,False,5102
CREB3L2,False,False,844
CREB5 /// LOC401317,False,False,11681
CREBBP,False,False,315
CREBL2,False,False,7766
CREBZF,False,False,2094
CREG1,False,False,9587
CRELD1,False,False,9587
CRELD2,False,False,556
CREM,False,False,1263
CRH,False,False,9587
CRHBP,False,False,7766
CRHR1,False,False,9587
CRHR2,False,False,7766
CRIM1 /// LOC101929500,False,False,5102
CRIP1,False,False,7766
CRIP2,False,False,3456
CRIPT,False,False,7766
CRISP1,False,False,7766
CRISP2,False,False,7766
CRISP3,False,False,7766
CRISPLD2,False,False,11681
CRK,False,False,11681
CRKL,False,False,11681
CRLF1,False,False,11681
CRLF2,False,False,5102
CRLF3,False,False,4360
CRMP1,False,False,6116
CRNKL1,False,False,1409
CRNN,False,False,11681
CROCC,False,False,11681
CROCCP2,False,False,3456
CROCCP3,False,False,5102
CROT,False,False,11681
CRP,False,False,11681
CRTAC1,False,False,9587
CRTAM,False,False,1795
CRTAP,False,False,9587
CRTC1,False,False,11681
CRTC3,False,False,7766
CRX,False,False,2636
CRY1,False,False,3456
CRY2,False,False,3456
CRYAA,False,False,11681
CRYAB,False,False,11681
CRYBA1,False,False,9587
CRYBA2,False,False,5102
CRYBA4,False,False,7766
CRYBB1,False,False,5102
CRYBB2,False,False,7766
CRYBB2 /// CRYBB2P1,False,False,7766
CRYBB2P1,False,False,696
CRYBB3,False,False,7766
CRYBG3,False,False,5102
CRYGA,False,False,7766
CRYGB,False,False,7766
CRYGC,False,False,11681
CRYGD,False,False,7766
CRYGEP,False,False,7766
CRYL1,False,False,62
CRYM,False,False,3456
CRYZ,False,False,5102
CRYZL1,False,False,5102
CS,False,False,7766
CSAD,False,False,3456
CSAG2 /// CSAG3,False,False,2512
CSDC2,False,False,2319
CSDE1,True,False,1
CSE1L,False,False,6116
CSF1,False,False,11681
CSF1R,False,False,7766
CSF2,False,False,11681
CSF2RA,False,False,1503
CSF2RB,False,False,11681
CSF3,False,False,5102
CSF3R,False,False,2999
CSGALNACT1,False,False,11681
CSGALNACT2,False,False,11681
CSH1,False,False,11681
CSH1 /// CSH2,False,False,7766
CSH1 /// CSH2 /// CSHL1 /// GH1,False,False,11681
CSH1 /// CSHL1 /// GH1,False,False,7766
CSH1 /// CSHL1 /// GH1 /// GH2,False,False,2367
CSHL1,False,False,11681
CSK,False,False,2075
CSN1S1,False,False,1464
CSN2,False,False,11681
CSN3,False,False,11681
CSNK1A1,False,False,11681
CSNK1D,False,False,41
CSNK1E,False,False,5102
CSNK1E /// CSNK1E,False,False,5102
CSNK1G1,False,False,11681
CSNK1G2,False,False,7766
CSNK1G3,False,False,6116
CSNK2A1,False,False,9195
CSNK2A2,False,False,6116
CSNK2B,False,False,11681
CSPG4,False,False,11681
CSPG4P1Y,False,False,7766
CSPG5,False,False,4004
CSPP1,False,False,9587
CSRNP2,False,False,11681
CSRNP3,False,False,7766
CSRP1,False,False,1265
CSRP2,False,False,7766
CSRP3,False,False,7766
CST1,False,False,5102
CST2,False,False,4004
CST3,False,False,7766
CST4,False,False,1347
CST5,False,False,6116
CST6,False,False,2712
CST7,False,False,7766
CST8,False,False,6116
CSTA,False,False,5102
CSTB,False,False,11681
CSTF1,False,False,4004
CSTF2,False,False,137
CSTF2T,False,False,5102
CSTF3,False,False,7766
CT55,False,False,7766
CT62,False,False,7766
CTAG1A /// CTAG1B,False,False,5102
CTAG2,False,False,11681
CTAGE1,False,False,11681
CTAGE11P,False,False,1783
CTAGE15 /// CTAGE4 /// CTAGE8 /// CTAGE9,False,False,298
CTAGE4 /// CTAGE8 /// CTAGE9,False,False,11681
CTAGE5,False,False,7766
CTB-102L5.7,False,False,11681
CTB-176F20.3,False,False,7766
CTBP1,False,False,1661
CTBP2,False,False,11681
CTBS,False,False,7766
CTC-338M12.4,False,False,11681
CTC-425F1.4,False,False,359
CTC-428G20.3,False,False,246
CTC1,False,False,206
CTCF,False,False,1130
CTD-2269F5.1,False,False,11681
CTD-3126B10.1,False,False,7766
CTDNEP1,False,False,2787
CTDP1,False,False,1337
CTDSP1,False,False,5102
CTDSP2,False,False,5102
CTDSPL,False,False,11681
CTF1,False,False,1338
CTGF,False,False,1305
CTH,False,False,1413
CTIF,False,False,9195
CTLA4,False,False,11681
CTNNA1,False,False,2704
CTNNA2,False,False,11681
CTNNA3,False,False,9587
CTNNAL1,False,False,11681
CTNNAP1,False,False,6116
CTNNB1,False,False,7766
CTNNBIP1,False,False,5102
CTNNBL1,False,False,7766
CTNND1 /// TMX2-CTNND1,False,False,7766
CTNND2,False,False,11681
CTNS,False,False,11681
CTPS1,False,False,11681
CTPS2,False,False,11681
CTR9,False,False,2108
CTRB1 /// CTRB2,False,False,3011
CTRB2,False,False,11681
CTRC,False,False,9195
CTRL,False,False,7766
CTSA,False,False,695
CTSB,False,False,11681
CTSC,False,False,6116
CTSD,False,False,11681
CTSE,False,False,11681
CTSF,False,False,2651
CTSG,False,False,1985
CTSH,False,False,2958
CTSK,False,False,819
CTSL,False,False,5102
CTSO,False,False,5102
CTSS,False,False,878
CTSV,False,False,6116
CTSW,False,False,4004
CTSZ,False,False,4004
CTTN,False,False,7766
CUBN,False,False,11681
CUEDC1,False,False,6116
CUEDC2,False,False,7766
CUL1,False,False,7766
CUL2,False,False,7766
CUL3,False,False,11681
CUL4A,False,False,6116
CUL4B,False,False,3456
CUL5,False,False,11681
CUL7,False,False,11681
CUL9,False,False,11681
CUTA,False,False,1007
CUTC,False,False,7766
CUX1,False,False,7766
CUX2,False,False,5102
CUZD1,False,False,11681
CWC25,False,False,1459
CWF19L1,False,False,7766
CWH43,False,False,3456
CX3CL1,False,False,5102
CX3CR1,False,False,5102
CXADR,False,False,3456
CXCL1,False,False,394
CXCL10,False,False,5102
CXCL11,False,False,11681
CXCL12,False,False,11681
CXCL13,False,False,11681
CXCL14,False,False,7766
CXCL2,False,False,387
CXCL3,False,False,7766
CXCL5,False,False,332
CXCL6,False,False,11681
CXCL8,False,False,2046
CXCL9,False,False,11681
CXCR1,False,False,553
CXCR2,False,False,6116
CXCR3,False,False,397
CXCR4,False,False,6116
CXCR5,False,False,5102
CXCR6,False,False,6116
CXXC1,False,False,5102
CXXC4,False,False,11681
CXorf21,False,False,2395
CXorf36,False,False,11681
CXorf40A,False,False,5102
CXorf40A /// CXorf40B,False,False,3456
CXorf40B,False,False,1931
CXorf56,False,False,5102
CXorf57,False,False,2759
CYAT1,False,False,11681
CYAT1 /// IGLC1 /// IGLV1-44,False,False,501
CYB561,False,False,7766
CYB561D2,False,False,4004
CYB5A,False,False,5102
CYB5B,False,False,3456
CYB5R1,False,True,2
CYB5R2,False,False,5102
CYB5R3,False,False,2235
CYB5R4,False,False,7766
CYBA,False,False,9587
CYBB,False,False,4264
CYBRD1,False,False,9587
CYC1,False,False,11681
CYCS,False,False,7766
CYCSP19 /// RP11-3L10.1,False,False,7766
CYCSP33 /// CYCSP33,False,False,7766
CYCSP44 /// GS1-103B18.1,False,False,7766
CYFIP1,False,False,159
CYFIP2,False,False,481
CYHR1,False,False,11681
CYLC1,False,False,7766
CYLC2,False,False,6116
CYLD,False,False,7766
CYP11A1,False,False,11681
CYP11B1,False,False,7766
CYP11B2,False,False,5102
CYP17A1,False,False,7766
CYP19A1,False,False,11681
CYP1A1,False,False,6116
CYP1A2,False,False,11681
CYP1B1,False,False,11681
CYP20A1,False,False,11681
CYP21A1P /// CYP21A2,False,False,361
CYP24A1,False,False,7766
CYP26A1,False,False,9587
CYP26B1,False,False,7766
CYP27A1,False,False,5102
CYP27B1,False,False,11681
CYP2A13,False,False,1778
CYP2A6,False,False,11681
CYP2A7,False,False,9195
CYP2A7P1,False,False,7766
CYP2B6,False,False,3456
CYP2B6 /// CYP2B7P,False,False,5102
CYP2B7P,False,False,11681
CYP2C18,False,False,9587
CYP2C19,False,False,9587
CYP2C8,False,False,1594
CYP2C9,False,False,3456
CYP2D6,False,False,4004
CYP2D6 /// CYP2D7P /// LOC101929829,False,False,477
CYP2E1,False,False,2535
CYP2F1,False,False,11681
CYP2J2,False,False,7766
CYP2R1,False,False,7766
CYP2U1,False,False,7766
CYP2W1,False,False,1159
CYP39A1,False,False,11681
CYP3A4,False,False,3456
CYP3A43,False,False,11681
CYP3A5,False,False,3456
CYP3A7 /// CYP3A7-CYP3AP1,False,False,7766
CYP3A7-CYP3AP1,False,False,5102
CYP46A1,False,False,11681
CYP4A11,False,False,11681
CYP4A11 /// CYP4A22,False,False,7766
CYP4B1,False,False,1865
CYP4F11,False,False,11681
CYP4F12,False,False,4264
CYP4F2,False,False,6116
CYP4F2 /// CYP4F3,False,False,5102
CYP4F3,False,False,7766
CYP4F8,False,False,11681
CYP51A1 /// LRRD1,False,False,2900
CYP7A1,False,False,7766
CYP7B1,False,False,4360
CYR61,False,False,11681
CYSLTR1,False,False,11681
CYSLTR2,False,False,7766
CYTH1,False,False,11681
CYTH2,False,False,7766
CYTH3,False,False,11681
CYTH4,False,False,2348
CYTIP,False,False,7766
CYTL1,False,False,5102
DAAM1,False,False,1629
DAAM2,False,False,9587
DAB1,False,False,6116
DAB2 /// LOC101926921,False,False,1184
DACH1,False,False,9587
DACT1,False,False,3456
DAD1,False,False,7766
DAG1,False,False,6116
DAGLA,False,False,3456
DAK,False,False,5102
DALRD3,False,False,3047
DAO,False,False,11681
DAP,False,False,5102
DAP3,False,False,11681
DAPK1,False,False,9587
DAPK2,False,False,1229
DAPK3 /// MIR637,False,False,7766
DAPP1,False,False,7766
DARS,False,False,9195
DARS2,False,False,7766
DAXX,False,False,7766
DAZ1 /// DAZ2 /// DAZ3 /// DAZ4,False,False,9587
DAZAP1,False,False,7766
DAZAP2,False,False,5102
DAZL,False,False,4360
DBET /// DUX3 /// DUX4 /// DUX4L1 /// DUX4L2 /// DUX4L24 /// DUX4L3 /// DUX4L4 /// DUX4L5 /// DUX4L6 /// DUX4L7 /// DUX4L8 /// LOC100133400 /// LOC100287823 /// LOC100288289 /// LOC100291626 /// LOC652301,False,False,3456
DBET /// DUX4 /// DUX4L1 /// DUX4L2 /// DUX4L24 /// DUX4L3 /// DUX4L4 /// DUX4L5 /// DUX4L6 /// DUX4L7 /// DUX4L8 /// LOC100288289 /// LOC100291626 /// LOC652301,False,False,598
DBF4,False,False,11681
DBF4B,False,False,9587
DBH,False,False,11681
DBI,False,False,7766
DBN1,False,False,7766
DBNDD1,False,False,7766
DBNDD2 /// SYS1 /// SYS1-DBNDD2,False,False,11681
DBP,False,False,7766
DBR1,False,False,11681
DBT,False,False,11681
DCAF10,False,False,7766
DCAF11,False,False,2179
DCAF13,False,False,11681
DCAF15,False,False,11681
DCAF16,False,False,6116
DCAF17,False,False,1706
DCAF4,False,False,11681
DCAF6,False,False,5102
DCAF7,False,False,4004
DCAF8,False,False,11681
DCAKD,False,False,11681
DCBLD2,False,False,11681
DCC,False,False,11681
DCHS1,False,False,7766
DCHS2,False,False,3093
DCK,False,False,5102
DCLK1,False,False,1722
DCLK2,False,False,11681
DCLRE1A,False,False,2224
DCLRE1B,False,False,1654
DCLRE1C,False,False,5102
DCN,False,False,1583
DCP1A,False,False,981
DCP2,False,False,1698
DCPS,False,False,1681
DCSTAMP,False,False,4264
DCT,False,False,3456
DCTD,False,False,6116
DCTN1,False,False,11681
DCTN1 /// SLC4A5,False,False,5102
DCTN2,False,False,4004
DCTN3,False,False,4004
DCTN4,False,False,11681
DCTN5,False,False,9587
DCTN6,False,False,7766
DCTPP1,False,False,2712
DCUN1D1,False,False,5102
DCUN1D2,False,False,9587
DCUN1D4,False,False,4264
DCX,False,False,11681
DCXR,False,False,11681
DDA1,False,False,11681
DDAH1,False,False,1967
DDAH2,False,False,1114
DDB1,False,False,3456
DDB2,False,False,3456
DDC,False,False,2339
DDHD2,False,False,9195
DDI2 /// RSC1A1,False,False,7766
DDIT3,False,False,962
DDIT4,False,False,6116
DDN,False,False,2684
DDO,False,False,9587
DDOST,False,False,1828
DDR1 /// MIR4640,False,False,2215
DDR1-AS1,False,False,7766
DDR2,False,False,11681
DDRGK1,False,False,3456
DDT /// DDTL,False,False,11681
DDX1,False,False,11681
DDX10,False,False,562
DDX11,False,False,5102
DDX11 /// DDX12P /// LOC642846,False,False,1094
DDX17,False,False,5102
DDX18,False,False,5102
DDX19A,False,False,11681
DDX19A /// DDX19B,False,False,241
DDX21,False,False,5102
DDX23,False,False,4004
DDX24,False,False,7766
DDX25,False,False,4004
DDX27,False,False,11681
DDX27 /// SS18,False,False,5102
DDX28,False,False,2163
DDX31,False,False,2988
DDX39A,False,False,7766
DDX3X,False,False,11681
DDX3Y,False,False,7766
DDX4,False,False,11681
DDX41,False,False,7766
DDX42,False,False,3456
DDX43,False,False,11681
DDX46,False,False,1349
DDX49,False,False,7766
DDX5 /// MIR3064 /// MIR5047,False,False,7766
DDX50,False,False,11681
DDX51,False,False,514
DDX52,False,False,7766
DDX54,False,False,3456
DDX56,False,False,1879
DDX58,False,False,1425
DDX6,False,False,7766
DDX60,False,False,1022
DEAF1,False,False,7766
DEC1,False,False,139
DECR1,False,False,5102
DECR2,False,False,1587
DEDD,False,False,7766
DEF6,False,False,11681
DEF8,False,False,11681
DEFA1 /// DEFA1B /// DEFA3,False,False,3032
DEFA4,False,False,4004
DEFA5,False,False,11681
DEFA6,False,False,1802
DEFB1,False,False,5102
DEFB126,False,False,11681
DEFB4A /// DEFB4B,False,False,7766
DEGS1,False,False,11681
DEK,False,False,319
DENND1A,False,False,7766
DENND1B,False,False,1119
DENND1C,False,False,11681
DENND2A,False,False,7766
DENND2D,False,False,1339
DENND3,False,False,11681
DENND4A,False,False,7766
DENND4B,False,False,869
DENND4C,False,False,1801
DENND5A,False,False,11681
DENND5B,False,False,2295
DENND6B,False,False,7766
DENR,False,False,2429
DEPDC1,False,False,11681
DEPDC5,False,False,7766
DEPTOR,False,False,4004
DERA,False,False,5102
DERL1,False,False,11681
DERL2,False,False,2819
DES,False,False,11681
DES /// SUPT20H,False,False,5102
DESI1,False,False,3456
DESI2,False,False,6116
DET1,False,False,6116
DEXI,False,False,11681
DFFA,False,False,5102
DFFB,False,False,6116
DFNA5,False,False,7766
DFNB31,False,False,70
DGAT1,False,False,3456
DGCR11,False,False,7766
DGCR14 /// TSSK2,False,False,11681
DGCR2,False,False,11681
DGCR5,False,False,11681
DGCR6 /// DGCR6L,False,False,9587
DGCR6L,False,False,11681
DGCR8 /// MIR1306,False,False,1607
DGCR9,False,False,7766
DGKA,False,False,11681
DGKB,False,False,11681
DGKD,False,False,11681
DGKE,False,False,11681
DGKG,False,False,2963
DGKH,False,False,3456
DGKI,False,False,4264
DGKQ,False,False,5102
DGKZ,False,False,11681
DGUOK,False,False,11681
DHCR24,False,False,11681
DHCR7,False,False,7766
DHDDS,False,False,7766
DHFR,False,False,2182
DHODH,False,False,11681
DHPS,False,False,11681
DHRS1,False,False,7766
DHRS11,False,False,11681
DHRS12,False,False,5102
DHRS2,False,False,11681
DHRS3,False,False,2922
DHRS4 /// DHRS4L2,False,False,11681
DHRS7,False,False,4264
DHRS7B,False,False,9587
DHRS9,False,False,2702
DHTKD1,False,False,4004
DHX15,False,False,1020
DHX16,False,False,4264
DHX29,False,False,7766
DHX30,False,False,1693
DHX32,False,False,633
DHX34,False,False,7766
DHX35,False,False,9587
DHX38,False,False,804
DHX40,False,False,5102
DHX57,False,False,1740
DHX58,False,False,5102
DHX8,False,False,308
DHX9,False,False,1334
DIABLO,False,False,5102
DIAPH1,False,False,7766
DIAPH2,False,False,2303
DIAPH2-AS1,False,False,9587
DIAPH3,False,False,11681
DICER1,False,False,11681
DIDO1,False,False,5102
DIEXF,False,False,101
DIMT1,False,False,5102
DIO1,False,False,11681
DIO2,False,False,11681
DIO3,False,False,5102
DIP2A,False,False,1912
DIP2C,False,False,1657
DIRAS2,False,False,5102
DIRAS3,False,False,11681
DIS3,False,False,9587
DISC1,False,False,581
DISC1 /// TSNAX-DISC1,False,False,4004
DIXDC1,False,False,11681
DKC1 /// MIR664B /// SNORA56,False,False,7766
DKFZP434A062,False,False,11681
DKFZP434C153 /// OBSCN,False,False,11681
DKFZP434L187,False,False,11681
DKFZP586I1420,False,False,7766
DKK1,False,False,3456
DKK2,False,False,2209
DKK3,False,False,5102
DKK4,False,False,7766
DKKL1,False,False,11681
DLAT,False,False,2528
DLC1,False,False,1177
DLD,False,False,1712
DLEC1,False,False,5102
DLEU1,False,False,7766
DLEU2,False,False,7766
DLEU2 /// DLEU2L /// MIR15A,False,False,11681
DLEU2L,False,False,7766
DLG1,False,False,5102
DLG2,False,False,11681
DLG3,False,False,6116
DLG4,False,False,5102
DLG5,False,False,9587
DLGAP1,False,False,9587
DLGAP2,False,False,5102
DLGAP4,False,False,7766
DLGAP5,False,False,4004
DLK1,False,False,11681
DLK2,False,False,11681
DLL3,False,False,11681
DLST,False,False,1146
DLX2,False,False,11681
DLX4,False,False,11681
DLX5,False,False,9195
DLX6,False,False,2614
DMBT1,False,False,9587
DMC1,False,False,2232
DMD,False,False,6116
DMP1,False,False,6116
DMPK,False,False,5102
DMRT1,False,False,5102
DMTF1,False,False,7766
DMTN,False,False,5102
DMWD,False,False,11681
DMXL1,False,False,4004
DMXL2,False,False,7766
DNA2,False,False,9587
DNAAF1,False,False,7766
DNAAF2,False,False,11681
DNAH17,False,False,11681
DNAH2,False,False,5102
DNAH3,False,False,5102
DNAH6,False,False,2539
DNAH7,False,False,11681
DNAH9,False,False,11681
DNAI1,False,False,4264
DNAI2,False,False,7766
DNAJA1,False,False,11681
DNAJA1P4 /// DNAJA1P4,False,False,7766
DNAJA2,False,False,5102
DNAJA3,False,False,1158
DNAJA4,False,False,7766
DNAJB1,False,False,11681
DNAJB12,False,False,11681
DNAJB14,False,False,1543
DNAJB2,False,False,7766
DNAJB4,False,False,1388
DNAJB5,False,False,11681
DNAJB6,False,False,748
DNAJB6 /// TMEM135,False,False,1745
DNAJB9,False,False,3456
DNAJC1,False,False,9587
DNAJC10,False,False,6116
DNAJC11,False,False,1239
DNAJC12,False,False,7766
DNAJC13,False,False,5102
DNAJC15,False,False,2756
DNAJC16,False,False,1770
DNAJC17,False,False,5102
DNAJC2,False,False,2969
DNAJC22,False,False,5102
DNAJC24,False,False,11681
DNAJC28,False,False,5102
DNAJC3,False,False,11681
DNAJC4,False,False,7766
DNAJC6,False,False,3456
DNAJC7,False,False,5102
DNAJC8,False,False,7766
DNAJC9,False,False,2778
DNAL4,False,False,11681
DNALI1,False,False,11681
DNASE1,False,False,11681
DNASE1L1,False,False,5102
DNASE1L2,False,False,5102
DNASE1L3,False,False,11681
DNASE2,False,False,2956
DNASE2B,False,False,3456
DND1,False,False,4004
DNM1,False,False,7766
DNM1L,False,False,1528
DNM2,False,False,11681
DNM3,False,False,7766
DNMBP,False,False,5102
DNMT1,False,False,11681
DNMT3A,False,False,11681
DNMT3B,False,False,11681
DNMT3L,False,False,7766
DNPEP,False,False,3456
DNPH1,False,False,11681
DNTT,False,False,11681
DNTTIP2,False,False,3456
DOC2A,False,False,7766
DOC2B,False,False,7766
DOCK1,False,False,11681
DOCK10,False,False,2864
DOCK2,False,False,2750
DOCK3,False,False,2573
DOCK4,False,False,5102
DOCK5,False,False,11681
DOCK6,False,False,9587
DOCK9,False,False,7766
DOHH,False,False,5102
DOK1,False,False,565
DOK2,False,False,5102
DOK3,False,False,11681
DOK4,False,False,7766
DOK5,False,False,7766
DOLK,False,False,255
DOLPP1,False,False,7766
DONSON,False,False,2419
DOPEY1,False,False,5102
DOPEY2,False,False,7766
DOT1L,False,False,11681
DPAGT1,False,False,1980
DPEP1,False,False,7766
DPEP2,False,False,5102
DPEP3,False,False,5102
DPF1,False,False,7766
DPF2,False,False,11681
DPF3,False,False,11681
DPH1 /// OVCA2,False,False,5102
DPH2,False,False,1191
DPH5,False,False,3456
DPM1,False,False,9587
DPM2,False,False,7766
DPM3,False,False,4004
DPP3,False,False,7766
DPP4,False,False,1272
DPP6,False,False,11681
DPP8,False,False,1002
