Gene_Symbol,Boruta_Selezionato,Boruta_Tentativo,Boruta_Rank
IL5,False,False,4004
IL5RA,False,False,9587
IL6,False,False,9587
IL6R,False,False,7766
IL6ST,False,False,4004
IL7,False,False,11681
IL7R,False,False,11681
IL9,False,False,11681
IL9R,False,False,9195
ILF2,False,False,5102
ILF3,False,False,7766
ILK,False,False,9587
ILKAP,False,False,832
ILVBL,False,False,11681
IMMT,False,False,1450
IMP3,False,False,5102
IMP4,False,False,6116
IMPA1,False,False,9587
IMPA2,False,False,11681
IMPACT,False,False,7766
IMPAD1,False,False,7766
IMPDH1,False,False,7766
IMPDH2,False,False,11681
IMPG1,False,False,3456
IMPG2,False,False,7766
INA,False,False,11681
INADL,False,False,5102
INCENP,False,False,3049
INE1,False,False,987
INF2,False,False,7766
ING1,False,False,1048
ING2,False,False,7766
ING3,False,False,727
ING4,False,False,7766
INHA,False,False,7766
INHBA,False,False,9587
INHBB,False,False,1221
INHBC,False,False,11681
INHBE,False,False,11681
INO80B,False,False,6116
INO80B /// INO80B-WBP1,False,False,5102
INO80D,False,False,7766
INPP1,False,False,1452
INPP4A,False,False,9587
INPP4B,False,False,117
INPP5A,False,False,5102
INPP5B,False,False,1821
INPP5D,False,False,7766
INPP5E,False,False,231
INPP5F,False,False,7766
INPP5J,False,False,7766
INPP5K,False,False,5102
INPPL1,False,False,5102
INS,False,False,9195
INSIG1,False,False,929
INSIG2,False,False,6116
INSL3,False,False,5102
INSL4,False,False,2543
INSL5,False,False,11681
INSL6,False,False,1574
INSM1,False,False,7766
INSR,False,False,11681
INSRR,False,False,5102
INTS1,False,False,11681
INTS12,False,False,11681
INTS3,False,False,5102
INTS5,False,False,2722
INTS6,False,False,7766
INTS7,False,False,1625
INTS8,False,False,5102
INTS9,False,False,2027
INVS,False,False,4360
IP6K1,False,False,2819
IP6K2,False,False,255
IPCEF1,False,False,2518
IPO13,False,False,7766
IPO4,False,False,5102
IPO4 /// TM9SF1,False,False,11681
IPO5,False,False,7766
IPO7,False,False,11681
IPO8,False,False,2939
IPO9,False,False,11681
IPP,False,False,2923
IPPK,False,False,11681
IPW /// LOC101930404 /// PWARSN /// SNORD107 /// SNORD115-13 /// SNORD115-26 /// SNORD115-7 /// SNORD116-22 /// SNORD116-28 /// SNORD116-4 /// SNRPN,False,False,3456
IPW /// LOC101930404 /// PWARSN /// SNORD107 /// SNORD115-13 /// SNORD115-26 /// SNORD115-7 /// SNORD116-22 /// SNORD116-28 /// SNORD116-4 /// SNRPN /// SNURF,False,False,4004
IQCA1,False,False,7766
IQCB1,False,False,9195
IQCC,False,False,11681
IQCE,False,False,9587
IQCG,False,False,1063
IQCH,False,False,9587
IQCJ-SCHIP1 /// SCHIP1,False,False,4360
IQCK,False,False,11681
IQGAP1,False,False,560
IQGAP2,False,False,5102
IQSEC1,False,False,4004
IQSEC2,False,False,2389
IQSEC3,False,False,1751
IRAK1,False,False,11681
IRAK3,False,False,459
IRAK4,False,False,11681
IREB2,False,False,1988
IRF1,False,False,5102
IRF2,False,False,11681
IRF2BP1,False,False,7766
IRF3,False,False,7766
IRF4,False,False,11681
IRF5,False,False,11681
IRF6,False,False,7766
IRF7,False,False,11681
IRF8,False,False,2151
IRF9,False,False,1172
IRF9 /// RNF31,False,False,11681
IRGC,False,False,3456
IRGQ,False,False,11681
IRS1,False,False,11681
IRS2,False,False,6116
IRS4,False,False,7766
IRX4,False,False,5102
IRX5,False,False,7766
ISCA1,False,False,11681
ISCU,False,False,7766
ISG15,False,False,11681
ISG20,False,False,255
ISG20L2,False,False,11681
ISL1,False,False,6116
ISLR,False,False,7766
ISOC1,False,False,2698
ISOC2,False,False,11681
IST1,False,False,1138
ISYNA1,False,False,11681
ITCH,False,False,11681
ITFG1,False,False,9587
ITFG2,False,False,2691
ITFG2 /// LOC100507424,False,False,1196
ITGA1,False,False,7766
ITGA10,False,False,5102
ITGA2,False,False,11681
ITGA2B,False,False,1231
ITGA3,False,False,9587
ITGA4,False,False,521
ITGA5,False,False,7766
ITGA6,False,False,7766
ITGA7,False,False,1842
ITGA8,False,False,11681
ITGA9,False,False,7766
ITGAE,False,False,2605
ITGAL,False,False,7766
ITGAM,False,False,7766
ITGAV,False,False,4360
ITGAX,False,False,7766
ITGB1,False,False,7766
ITGB1BP1,False,False,7766
ITGB1BP2,False,False,7766
ITGB2,False,False,7766
ITGB3,False,False,680
ITGB3BP,False,False,5102
ITGB4,False,False,6116
ITGB5,False,False,5102
ITGB6 /// LOC100505984,False,False,5102
ITGB7,False,False,11681
ITGB8,False,False,11681
ITGBL1,False,False,3456
ITIH1,False,False,11681
ITIH2,False,False,5102
ITIH3,False,False,2228
ITIH4,False,False,5102
ITIH5,False,False,1830
ITK,False,False,3456
ITM2A,False,False,6116
ITM2B,False,False,11681
ITM2C,False,False,5102
ITPA,False,False,7766
ITPK1,False,False,11681
ITPKA,False,False,11681
ITPKB,False,False,7766
ITPKC,False,False,5102
ITPR1,False,False,5102
ITPR2,False,False,7766
ITPR3,False,False,5102
ITSN1,False,False,11681
ITSN2,False,False,1362
IVD,False,False,11681
IVL,False,False,7766
IVNS1ABP,False,False,9195
IZUMO4,False,False,9587
Igk,False,False,7766
JADE1,False,False,11681
JADE2,False,False,1601
JADE3,False,False,11681
JAG1,False,False,5102
JAG2,False,False,5102
JAK1,False,False,11681
JAK2,False,False,3456
JAK3,False,False,5102
JAKMIP2,False,False,7766
JAM2,False,False,9195
JAM3,False,False,6116
JARID2,False,False,7766
JMJD1C,False,False,11681
JMJD4,False,False,4004
JMJD6,False,False,2753
JMJD7 /// JMJD7-PLA2G4B,False,False,11681
JMJD7-PLA2G4B /// PLA2G4B,False,False,3456
JOSD1,False,False,11681
JPH2,False,False,5102
JPH3,False,False,7766
JRK,False,False,5102
JRKL,False,False,1580
JTB,False,False,11681
JUN,False,False,1090
JUNB,False,False,11681
JUND,False,False,11681
JUP,False,False,9587
JUP /// KRT17,False,False,11681
KAL1,False,False,11681
KALP /// KALP,False,False,1728
KALRN,False,False,11681
KANK1,False,False,7766
KANK2,False,False,7766
KANK3,False,False,5102
KANSL1L,False,False,9587
KANSL2,False,False,7766
KANSL3,False,False,7766
KARS,False,True,2
KAT2A,False,False,5102
KAT2B,False,False,1520
KAT5,False,False,11681
KAT6A,False,False,5102
KAT6B,False,False,636
KAT7,False,False,5102
KAT8,False,False,3456
KATNA1,False,False,7766
KATNB1,False,False,11681
KATNBL1,False,False,7766
KAZALD1,False,False,5102
KAZN,False,False,11681
KBTBD11,False,False,1932
KBTBD2,False,False,3456
KBTBD4,True,False,1
KBTBD4 /// PTPMT1,False,False,5102
KCMF1,False,False,52
KCNA1,False,False,3456
KCNA10,False,False,1509
KCNA2,False,False,11681
KCNA3,False,False,11681
KCNA4,False,False,5102
KCNA5,False,False,7766
KCNAB1,False,False,9587
KCNAB2,False,False,1824
KCNAB3,False,False,1606
KCNB1,False,False,3456
KCNB2,False,False,6116
KCNC1,False,False,11681
KCNC2,False,False,7766
KCNC3,False,False,11681
KCNC4,False,False,11681
KCND1,False,False,7766
KCND2,False,False,7766
KCND3,False,False,9587
KCNE1,False,False,11681
KCNE1L,False,False,3456
KCNE2,False,False,5102
KCNE4,False,False,5102
KCNF1,False,False,7766
KCNG1,False,False,9587
KCNG2,False,False,11681
KCNH1,False,False,11681
KCNH2,False,False,6116
KCNH4,False,False,1098
KCNH6,False,False,5102
KCNIP1,False,False,7766
KCNIP2,False,False,11681
KCNJ1,False,False,11681
KCNJ10,False,False,11681
KCNJ12 /// KCNJ18 /// LOC100996843,False,False,7766
KCNJ13,False,False,11681
KCNJ14,False,False,9587
KCNJ15,False,False,11681
KCNJ16,False,False,6116
KCNJ2,False,False,4360
KCNJ3,False,False,1035
KCNJ4,False,False,7766
KCNJ5,False,False,11681
KCNJ6,False,False,5102
KCNJ8,False,False,5102
KCNJ9,False,False,9587
KCNK1,False,False,4264
KCNK10,False,False,2988
KCNK12,False,False,11681
KCNK13,False,False,11681
KCNK15,False,False,7766
KCNK2,False,False,5102
KCNK3,False,False,5102
KCNK5,False,False,7766
KCNK7,False,False,1118
KCNMA1,False,False,11681
KCNMB1,False,False,2490
KCNMB2,False,False,5102
KCNMB3,False,False,5102
KCNMB4,False,False,5102
KCNN1,False,False,3456
KCNN2,False,False,11681
KCNN3,False,False,11681
KCNN4,False,False,5102
KCNQ1,False,False,4004
KCNQ1DN,False,False,3066
KCNQ1OT1 /// LOC101927338,False,False,3456
KCNQ2,False,False,2275
KCNQ3,False,False,11681
KCNQ4,False,False,7766
KCNS1,False,False,7766
KCNS3,False,False,9587
KCNV1,False,False,6116
KCNV2,False,False,7766
KCTD12,False,False,5102
KCTD13,False,False,3456
KCTD14 /// NDUFC2-KCTD14,False,False,3456
KCTD15,False,False,1569
KCTD17,False,False,7766
KCTD2,False,False,1393
KCTD20,False,False,461
KCTD3,False,False,364
KCTD5,False,False,3456
KCTD7 /// RABGEF1,False,False,2309
KCTD9,False,False,11681
KDELC1,False,False,7766
KDELR1,False,False,348
KDELR2,False,False,11681
KDELR3,False,False,5102
KDM1A,False,False,7766
KDM2A,False,False,11681
KDM3A,False,False,6116
KDM3B,False,False,11681
KDM4A,False,False,2982
KDM4B,False,False,9587
KDM4C,False,False,11681
KDM4D,False,False,11681
KDM5A,False,False,1611
KDM5B,False,False,6116
KDM5C,False,False,3456
KDM5D,False,False,11681
KDM6A,False,False,11681
KDM6B,False,False,3456
KDM7A,False,False,6116
KDM8,False,False,5102
KDR,False,False,11681
KDSR,False,False,3456
KEAP1,False,False,7766
KEL,False,False,3456
KERA,False,False,11681
KHDC1L,False,False,6116
KHDRBS1,False,False,11681
KHDRBS2,False,False,9587
KHDRBS3,False,False,6116
KHK,False,False,11681
KHNYN,False,False,7766
KHSRP,False,False,5102
KIAA0020,False,False,11681
KIAA0040,False,False,9587
KIAA0087,False,False,11681
KIAA0100,False,False,11681
KIAA0101,False,False,11681
KIAA0125,False,False,5102
KIAA0141,False,False,4264
KIAA0195 /// MIR6785,False,False,1151
KIAA0196,False,False,2726
KIAA0226,False,False,7766
KIAA0226L,False,False,278
KIAA0232,False,False,5102
KIAA0247,False,False,11681
KIAA0319,False,False,7766
KIAA0319L,False,False,272
KIAA0355,False,False,1871
KIAA0368,False,False,520
KIAA0391,False,False,1285
KIAA0391 /// PSMA6,False,False,11681
KIAA0408,False,False,3456
KIAA0430,False,False,813
KIAA0485,False,False,5102
KIAA0509,False,False,1735
KIAA0513,False,False,2238
KIAA0556,False,False,2559
KIAA0586,False,False,4004
KIAA0753,False,False,11681
KIAA0754,False,False,7766
KIAA0895,False,False,7766
KIAA0907,False,False,11681
KIAA0922,False,False,11681
KIAA0930,False,False,7766
KIAA1024,False,False,9587
KIAA1033,False,False,11681
KIAA1045,False,False,9587
KIAA1107,False,False,7766
KIAA1109,False,False,1674
KIAA1211L,False,False,7766
KIAA1279,False,False,164
KIAA1324,False,False,4004
KIAA1456 /// LOC101927137,False,False,11681
KIAA1462,False,False,7766
KIAA1467,False,False,9587
KIAA1549L,False,False,11681
KIAA1551,False,False,1275
KIAA1598,False,False,2515
KIAA1614,False,False,2659
KIAA1644,False,False,11681
KIAA1654,False,False,2866
KIAA1661,False,False,11681
KIAA1731,False,False,6116
KIAA1751,False,False,11681
KIDINS220,False,False,7766
KIF11,False,False,3456
KIF13A,False,False,11681
KIF13B,False,False,7766
KIF14,False,False,3456
KIF15,False,False,5102
KIF16B,False,False,7766
KIF17,False,False,1361
KIF18A,False,False,11681
KIF18B,False,False,1891
KIF1A,False,False,11681
KIF1B,False,False,11681
KIF1C,False,False,7766
KIF20A,False,False,7766
KIF20B,False,False,3456
KIF21B,False,False,9587
KIF22,False,False,5102
KIF23,False,False,5102
KIF24,False,False,11681
KIF25,False,False,4004
KIF25-AS1,False,False,5102
KIF26B,False,False,11681
KIF2A,False,False,5102
KIF2C,False,False,2112
KIF3A,False,False,156
KIF3B,False,False,11681
KIF3C,False,False,5102
KIF4A,False,False,7766
KIF5A,False,False,2498
KIF5B,False,False,7766
KIF5C,False,False,5102
KIFAP3,False,False,6116
KIFC1,False,False,3456
KIFC3,False,False,11681
KIN,False,False,7766
KIR2DL1,False,False,1494
KIR2DL1 /// KIR2DL2 /// KIR2DL3 /// KIR2DS1 /// KIR2DS2 /// KIR2DS4,False,False,11681
KIR2DL2,False,False,11681
KIR2DL3,False,False,1550
KIR2DL4,False,False,7766
KIR2DL5A,False,False,11681
KIR2DS1,False,False,11681
KIR2DS2,False,False,11681
KIR2DS3,False,False,11681
KIR2DS4,False,False,11681
KIR2DS5,False,False,9587
KIR3DL1,False,False,1209
KIR3DL1 /// KIR3DL2,False,False,11681
KIR3DL3,False,False,5102
KIR3DS1,False,False,5102
KIR3DX1,False,False,2089
KIRREL,False,False,11681
KISS1,False,False,7766
KIT,False,False,11681
KITLG,False,False,3456
KIZ,False,False,5102
KL,False,False,11681
KLC1,False,False,7766
KLC2,False,False,7766
KLF1,False,False,11681
KLF10,False,False,224
KLF11,False,False,7766
KLF12,False,False,6116
KLF13,False,False,11681
KLF15,False,False,4004
KLF2,False,False,11681
KLF3,False,False,7766
KLF3-AS1,False,False,7766
KLF4,False,False,7766
KLF5,False,False,6116
KLF6,False,False,6116
KLF7,False,False,11681
KLF8,False,False,7766
KLF9,False,False,2225
KLHDC10,False,False,64
KLHDC2,False,False,945
KLHDC3,False,False,7766
KLHDC4,False,False,2208
KLHDC8A,False,False,9587
KLHL1,False,False,7766
KLHL11,False,False,7766
KLHL12,False,False,11681
KLHL18,False,False,7766
KLHL2,False,False,9587
KLHL20,False,False,11681
KLHL21,False,False,11681
KLHL22,False,False,11681
KLHL23 /// PHOSPHO2-KLHL23,False,False,5102
KLHL24,False,False,5102
KLHL25,False,False,9195
KLHL26,False,False,5102
KLHL28,False,False,6116
KLHL29,False,False,3456
KLHL3,False,False,4004
KLHL35,False,False,1714
KLHL36,False,False,11681
KLHL4,False,False,11681
KLHL41,False,False,11681
KLHL7,False,False,1882
KLHL9,False,False,1054
KLK1,False,False,771
KLK10,False,False,572
KLK11,False,False,7766
KLK12,False,False,7766
KLK13,False,False,11681
KLK14,False,False,3456
KLK15,False,False,6116
KLK2,False,False,11681
KLK3,False,False,990
KLK5,False,False,11681
KLK6,False,False,5102
KLK7,False,False,2895
KLK8,False,False,7766
KLKB1,False,False,11681
KLRAP1,False,False,6116
KLRB1,False,False,476
KLRC1 /// KLRC2,False,False,7766
KLRC3,False,False,11681
KLRC4,False,False,1568
KLRC4-KLRK1 /// KLRK1,False,False,11681
KLRD1,False,False,11681
KLRF1,True,False,1
KLRG1,False,False,11681
KMO,False,False,6116
KMT2A,False,False,7766
KMT2A /// LOC101929115,False,False,2019
KMT2B,False,False,9587
KMT2B /// KMT2B,False,False,11681
KMT2D,False,False,11681
KNG1,False,False,11681
KNOP1,False,False,5102
KNTC1,False,False,11681
KPNA1,False,False,11681
KPNA2,False,False,11681
KPNA3,False,False,5102
KPNA4,False,False,1978
KPNA5,False,False,418
KPNA6,False,False,5102
KPNB1,False,False,491
KPTN,False,False,4004
KRAS,False,False,6116
KRBOX4,False,False,6116
KRCC1,False,False,11681
KREMEN2,False,False,3456
KRI1,False,False,11681
KRIT1,False,False,7766
KRR1,False,False,2905
KRT1,False,False,6116
KRT10,False,False,11681
KRT12,False,False,7766
KRT13,False,False,11681
KRT14,False,False,11681
KRT15,False,False,1400
KRT16,False,False,7766
KRT18,False,False,11681
KRT18P38 /// KRT18P38,False,False,7766
KRT18P44 /// KRT18P44,False,False,3456
KRT18P50 /// KRT18P50,False,False,9587
KRT19,False,False,7766
KRT19P2,False,False,3456
KRT19P2 /// MIR492,False,False,7766
KRT2,False,False,9587
KRT20,False,False,11681
KRT23,False,False,1896
KRT24,False,False,11681
KRT3,False,False,11681
KRT31,False,False,3456
KRT32,False,False,5102
KRT33A,False,False,6116
KRT33B,False,False,7766
KRT34 /// LOC100653049,False,False,1832
KRT35,False,False,11681
KRT36,False,False,3456
KRT37,False,False,11681
KRT38,False,False,3456
KRT4,False,False,7766
KRT5,False,False,5102
KRT6A,False,False,11681
KRT6A /// KRT6B /// KRT6C,False,False,11681
KRT6B,False,False,11681
KRT7,False,False,9587
KRT75,False,False,11681
KRT76,False,False,4264
KRT8,False,False,7766
KRT81,False,False,9587
KRT83,False,False,11681
KRT84,False,False,11681
KRT85,False,False,5102
KRT86 /// LOC100509764,False,False,253
KRT8P11 /// KRT8P11,False,False,11681
KRT8P12,False,False,1799
KRT8P17 /// KRT8P17,False,False,11681
KRT9,False,False,5102
KRTAP1-1,False,False,1146
KRTAP1-3,False,False,6116
KRTAP2-3 /// KRTAP2-4,False,False,11681
KRTAP4-7,False,False,7766
KRTAP5-8,False,False,7766
KRTAP5-9,False,False,834
KRTAP9-9,False,False,291
KSR1,False,False,7766
KTN1,False,False,2121
KXD1,False,False,4004
KYNU,False,False,5102
L1CAM,False,False,4004
L1TD1,False,False,11681
L2HGDH,False,False,7766
L3MBTL1,False,False,6116
LA16c-358B7.3,False,False,9587
LA16c-381G6.1,False,False,11681
LACTB2,False,False,9587
LAD1,False,False,2917
LAG3,False,False,7766
LAGE3,False,False,10
LAIR1,False,False,3456
LAIR2,False,False,2092
LALBA,False,False,11681
LAMA1,False,False,9587
LAMA2,False,False,11681
LAMA3,False,False,3456
LAMA4,False,False,7766
LAMA5,False,False,5102
LAMB1,False,False,9587
LAMB2,False,False,6116
LAMB3,False,False,11681
LAMB4,False,False,7766
LAMC1,False,False,5102
LAMC2,False,False,7766
LAMC3,False,False,2667
LAMP1,False,False,7766
LAMP2,False,False,6116
LAMP3,False,False,7766
LAMP5,False,False,7766
LAMTOR2,False,False,11681
LAMTOR3,False,False,3456
LAMTOR5,False,False,658
LANCL1,False,False,11681
LANCL2,False,False,7766
LAP3,False,False,225
LAPTM4A,False,False,549
LAPTM4B,False,False,11681
LAPTM5,False,False,7766
LARGE,False,False,7766
LARP1,False,False,2892
LARP4,False,False,4264
LARP4B,False,False,7766
LARP6,False,False,11681
LARP7,False,False,11681
LARS,False,False,7766
LARS2,False,True,2
LAS1L,False,False,11681
LASP1,False,False,11681
LAT,False,False,9587
LAT2,False,False,3456
LATS1,False,False,11681
LAX1,False,False,11681
LBH,False,False,11681
LBP,False,False,7766
LBR,False,False,5102
LBX1,False,False,11681
LCAT,False,False,11681
LCE2B,False,False,9587
LCK,False,False,2925
LCMT1,False,False,11681
LCMT2,False,False,11681
LCN1,False,False,9195
LCN2,False,False,3456
LCP1,False,False,11681
LCP2,False,False,11681
LCT,False,False,5102
LDB1,False,False,216
LDB2,False,False,5102
LDB3,False,False,6116
LDHA,False,False,6116
LDHAL6B,False,False,11681
LDHB,False,False,4004
LDHC,False,False,11681
LDLR,False,False,11681
LDLRAD4,False,False,11681
LDLRAP1,False,False,250
LDOC1,False,False,7766
LECT1,False,False,11681
LECT2,False,False,6116
LEF1,False,False,3456
LEFTY1,False,False,11681
LEFTY1 /// LEFTY2,False,False,2631
LEMD3,False,False,11681
LENEP,False,False,7766
LEP,False,False,11681
LEPR /// LEPROT,False,False,6116
LEPRE1,False,False,7766
LEPREL1,False,False,7766
LEPREL2,False,False,11681
LEPREL4,False,False,11681
LEPROT,False,False,2286
LEPROTL1,False,False,993
LETM1,False,False,7766
LETMD1,False,False,2399
LFNG,False,False,11681
LGALS1,False,False,2395
LGALS13,False,False,7766
LGALS14,False,False,11681
LGALS2,False,False,9587
LGALS3,False,False,11681
LGALS3BP,False,False,9587
LGALS4,False,False,11681
LGALS7 /// LGALS7B,False,False,1870
LGALS8,False,False,4004
LGALS9,False,False,1571
LGALSL,False,False,5102
LGI1,False,False,4004
LGI2,False,False,6116
LGMN,False,False,7766
LGR4,False,False,3456
LGR5,False,False,11681
LGSN,False,False,6116
LHCGR,False,False,532
LHFP,False,False,7766
LHFPL2,False,False,7766
LHPP,False,False,11681
LHX1,False,False,7766
LHX2,False,False,5102
LHX3,False,False,7766
LHX5,False,False,6116
LHX6,False,False,11681
LIAS,False,False,3456
LIF,False,False,3456
LIFR,False,False,7766
LIG1,False,False,3456
LIG3,False,False,2720
LIG4,False,False,3456
LILRA1,False,False,7766
LILRA2,False,False,11681
LILRA3,False,False,11681
LILRA4,False,False,9195
LILRA5,False,False,11681
LILRA6,False,False,6116
LILRB1,False,False,6116
LILRB2,False,False,11681
LILRB3,False,False,11681
LILRB4,False,False,9587
LILRB5,False,False,7766
LILRP2,False,False,11681
LIM2,False,False,11681
LIMA1,False,False,1147
LIMCH1,False,False,5102
LIMD1,False,False,5102
LIMD2,False,False,9587
LIME1,False,False,7766
LIME1 /// ZGPAT,False,False,7766
LIMK1,False,False,7766
LIMK2,False,False,3456
LIMS1 /// LIMS3 /// LIMS3L,False,False,5102
LIMS1 /// LIMS3L,False,False,11681
LIMS2,False,False,2305
LIN28A,False,False,4004
LIN37,False,False,7766
LIN7A,False,False,11681
LIN7B,False,False,5102
LIN7C,False,False,11681
LINC00094,False,False,7766
LINC00115,False,False,7766
LINC00216,False,False,11681
LINC00260,False,False,5102
LINC00302,False,False,11681
LINC00312,False,False,5102
LINC00328,False,False,11681
LINC00339,False,False,9587
LINC00341 /// SYNE3,False,False,11681
LINC00342,False,False,11681
LINC00472,False,False,7766
LINC00474,False,False,11681
LINC00483,False,False,7766
LINC00563,False,False,7766
LINC00574,False,False,437
LINC00588,False,False,9587
LINC00597,False,False,7766
LINC00599 /// MIR124-1,False,False,4004
LINC00623 /// LINC00869,False,False,7766
LINC00652,False,False,11681
LINC00667,False,False,5102
LINC00675,False,False,11681
LINC00837,False,False,3456
LINC00894,False,False,7766
LINC00921 /// ZNF263,False,False,11681
LINC00939,False,False,3079
LINC00950,False,False,11681
LINC00963,False,False,3456
LINC00965,False,False,5102
LINC01136,False,False,7766
LINC01140,False,False,1702
LINC01260,False,False,9587
LINC01278,False,False,5102
LINC01314,False,False,1083
LINC01361,False,False,11681
LINS,False,False,9587
LIPA,False,False,2524
LIPC,False,False,1420
LIPE,False,False,11681
LIPF,False,False,11681
LIPG,False,False,7766
LIPT1,False,False,5102
LITAF,False,False,11681
LLGL1,False,False,11681
LLGL2,False,False,11681
LLPH,False,False,9587
LMAN1,False,False,644
LMAN1L,False,False,11681
LMAN2,False,False,7766
LMAN2L,False,False,5102
LMBR1L,False,False,7766
LMBRD1,False,False,7766
LMCD1,False,False,11681
LMF1,False,False,5102
LMF2,False,False,4004
LMNA,False,False,7766
LMNB1,False,False,7766
LMNB2,False,False,7766
LMO1,False,False,5102
LMO2,False,False,2448
LMO3,False,False,11681
LMO4,False,False,11681
LMO7,False,False,2038
LMOD1,False,False,3456
LMTK2,False,False,1622
LMX1B,False,False,7766
LNPEP,False,False,7766
LOC100127886,False,False,11681
LOC100127972,False,False,5102
LOC100129361,False,False,1489
LOC100129518 /// SOD2,False,False,5102
LOC100129973,False,False,11681
LOC100130331,False,False,7766
LOC100130741,False,False,11681
LOC100130872 /// SPON2,False,False,639
LOC100131510,False,False,1183
LOC100131532,False,False,5102
LOC100134822 /// LOC100288069 /// LOC100996442 /// LOC101927270 /// LOC101928344 /// LOC101928670 /// LOC101929540 /// LOC102724409,False,False,5102
LOC100272216,False,False,5102
LOC100287387,False,False,6116
LOC100287590,False,False,7766
LOC100288570,False,False,9587
LOC100288974 /// MBL1P,False,False,7766
LOC100289097 /// LOC642236,False,False,5102
LOC100289473,False,False,7766
LOC100289561 /// LOC100630923 /// PRKRIP1,False,False,11681
LOC100293211,False,False,5102
LOC100294145,False,False,11681
LOC100505498,False,False,4004
LOC100505534,False,False,11681
LOC100505874 /// MLLT10P1,False,False,3456
LOC100505915,False,False,11681
LOC100506076 /// LOC100506123,False,False,7766
LOC100506124 /// TTC21B,False,False,11681
LOC100506248 /// LOC728026 /// MIR1244-1 /// MIR1244-2 /// MIR1244-3 /// PTMA,False,False,7766
LOC100506282,False,False,9587
LOC100506403 /// LOC101928269 /// RUNX1,False,False,2678
LOC100506469,False,False,11681
LOC100506504,False,False,11681
LOC100506558 /// MATN2,False,False,7766
LOC100506571,False,False,11681
LOC100506603,False,False,7766
LOC100506639 /// ZNF131,False,False,483
LOC100506699,False,False,5102
LOC100507388,False,False,7766
LOC100507472 /// PCSK6,False,False,7766
LOC100507577 /// LONP2,False,False,3456
LOC100507577 /// LONP2 /// SIAH1,False,False,11681
LOC100507630,False,False,7766
LOC100508408 /// RPS13 /// SNORD14B,False,False,7766
LOC100509646 /// PRY /// PRY2,False,False,7766
LOC100652777 /// PLA2G10,False,False,7766
LOC100652930 /// NPEPL1 /// STX16-NPEPL1,False,False,175
LOC100652931 /// RBMY2FP,False,False,7766
LOC100862671 /// SRCAP,False,False,7766
LOC100996325,False,False,7766
LOC100996517 /// LOC102724364 /// SEC22B,False,False,11681
LOC100996668 /// ZEB1,False,False,11681
LOC100996693 /// SPEG,False,False,11681
LOC100996696 /// PABPC4,False,False,331
LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// LOC653513 /// PDE4DIP,False,False,11681
LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// PDE4DIP,False,False,11681
LOC100996747 /// LOC101929876 /// RPS26 /// RPS26P11,False,False,3456
LOC100996756,False,False,2839
LOC100996758 /// NPY4R,False,False,11681
LOC100996782 /// MED18,False,False,7766
LOC100996792 /// MAP2K3,False,False,4004
LOC100996843,False,False,11681
LOC101060181 /// ZNF44,False,False,9587
LOC101060233 /// OPN1LW /// OPN1MW /// OPN1MW2,False,False,5102
LOC101060275 /// LOC101929910 /// LOC613037 /// NPIPA5 /// NPIPB11 /// NPIPB3 /// NPIPB4 /// NPIPB5,False,False,2259
LOC101060321 /// LOC101060351 /// LOC101060376 /// LOC101060389 /// LOC102723859 /// LOC102724862 /// TBC1D3 /// TBC1D3C /// TBC1D3F /// TBC1D3H,False,False,2751
LOC101060363 /// PPIA,False,False,11681
LOC101060373 /// NOMO1 /// NOMO2 /// NOMO3,False,False,11681
LOC101060521 /// POLR3E,False,False,3456
LOC101060604 /// SLC7A5P1 /// SLC7A5P2 /// SMG1P3,False,False,11681
LOC101060604 /// SLC7A5P1 /// SMG1P3,False,False,11681
LOC101060747 /// PDPK1,False,False,42
LOC101926913,False,False,7766
LOC101927051,False,False,4264
LOC101927057 /// OMG,False,False,6116
LOC101927086,False,False,9587
LOC101927181,False,False,2991
LOC101927458 /// LPHN2,False,False,11681
LOC101927550,False,False,5102
LOC101927673 /// OTUB1,False,False,7766
LOC101927705 /// P4HA2,False,False,11681
LOC101927770,False,False,567
LOC101927792,False,False,11681
LOC101927965 /// LRAT,False,False,3456
LOC101928061 /// SERP1,False,False,1213
LOC101928104,False,False,11681
LOC101928143 /// LOC101930388 /// NUMB,False,False,11681
LOC101928189 /// RSRP1,False,False,1132
LOC101928198 /// MFAP3L,False,False,1573
LOC101928274 /// VSIG10,False,False,9195
LOC101928278,False,False,11681
LOC101928378,False,False,7766
LOC101928457,False,False,7766
LOC101928589 /// TMEM164,False,False,5102
LOC101928620 /// POU2AF1,False,False,1085
LOC101928625 /// MED21,False,False,11681
LOC101928669 /// LOC644450,False,False,9587
LOC101928676 /// MAEA,False,False,11681
LOC101928717 /// SLC19A1,False,False,4004
LOC101928747 /// RBMX /// SNORD61,False,False,5102
LOC101928789 /// SP140,False,False,11681
LOC101928826 /// TPT1,False,False,9587
LOC101928830 /// LTA4H,False,False,1059
LOC101928916 /// NNMT,False,False,11681
LOC101929036 /// PAH,False,False,11681
LOC101929078,False,False,7766
LOC101929087 /// SUMO2 /// SUMO3,True,False,1
LOC101929148,False,False,11681
LOC101929232 /// PDCD6IPP2,False,False,5102
LOC101929240 /// SNRNP200,False,False,7766
LOC101929272,False,False,7766
