Gene_Symbol,Mean_T1D,Mean_Control,Log2FC,P_Value,FDR
CCDC71,7.224557174033588,6.975476918306608,0.24908025572698023,0.11458259878883728,0.515531685357329
TMEM209,5.855882548979515,6.246867521475142,-0.3909849724956267,0.11458802684523983,0.515531685357329
ELL,7.1680437736740465,6.980036269791698,0.188007503882349,0.11467151877995765,0.5157356327158494
HBB,15.279974420084978,14.378687060655224,0.9012873594297535,0.11479662431812424,0.5159548977916358
LRRC59,10.284536046542721,10.404323294388474,-0.11978724784575334,0.11477409271370717,0.5159548977916358
RUNX3,10.839408599175483,11.056843837967174,-0.21743523879169047,0.11488174059898723,0.5161657992670586
SERHL2,5.477299687042404,5.153987433681125,0.3233122533612791,0.11508123328774056,0.5167185607587421
MEGF6,6.601309433778217,6.171509952922729,0.4297994808554888,0.11505619324117625,0.5167185607587421
PRMT3,7.14589218278475,6.988012860388942,0.15787932239580815,0.11525405528128217,0.5171736625968597
CAV2,5.000265838179758,5.270298658554503,-0.27003282037474463,0.11532446192307087,0.5171736625968597
ST3GAL5,9.586859207012106,9.66718751342055,-0.08032830640844502,0.11533565808856346,0.5171736625968597
PRKACG,5.144062029736605,4.759040570810249,0.38502145892635653,0.11528967079017083,0.5171736625968597
PSMA4,11.33451828252061,11.456756852058959,-0.12223856953834833,0.1153804695506903,0.5172030003242386
BFSP1,5.483400888147859,5.012330931122012,0.471069957025847,0.11549488590371734,0.517265299775539
UTRN,8.617923591612783,8.457419102001959,0.1605044896108243,0.11554200686178465,0.517265299775539
DSTNP2,8.350750636851453,8.201309153869515,0.14944148298193838,0.11562400818512049,0.517265299775539
TM9SF1,8.181425469161505,8.073580305473728,0.1078451636877773,0.11556481316185663,0.517265299775539
EEF1E1,8.09065791664529,7.923868100812107,0.16678981583318286,0.115610202370847,0.517265299775539
LY6G6D /// LY6G6F,6.624405061871665,6.327751738187878,0.2966533236837865,0.11543781847924063,0.517265299775539
MYH7B,3.7432830578896454,3.4690248787911653,0.27425817909848016,0.1157173112304046,0.5173402121332842
UNKL,8.16853217727607,8.380059588194042,-0.2115274109179719,0.11570475017474471,0.5173402121332842
INSIG1,8.8049004265099,8.952794945229906,-0.14789451872000647,0.11599898805442138,0.5179158354016618
PRMT8,5.213512891190588,4.762929765565729,0.4505831256248589,0.11599935136965075,0.5179158354016618
LAIR2,8.457581673594827,8.7699249506958,-0.31234327710097354,0.11589607997222488,0.5179158354016618
CTDSPL,5.325482763243732,5.524469786812754,-0.1989870235690221,0.1159465273880613,0.5179158354016618
ZC3H4,10.268180155951946,10.136557458273053,0.13162269767889256,0.1162052277853557,0.5182143282821317
AC005838.2,4.95038079384177,4.519691312486313,0.4306894813554569,0.11612213138156816,0.5182143282821317
INO80D,7.483674956881739,7.271215079054078,0.21245987782766118,0.11614312855371774,0.5182143282821317
MAFF,7.944041722022174,8.294030068085393,-0.3499883460632187,0.1162195803938691,0.5182143282821317
MCAM,5.94366365940173,6.335155999075552,-0.3914923396738228,0.1164688852565195,0.5185746423326086
ACAA2,7.709702211209052,7.489499736364703,0.22020247484434918,0.11644006755757141,0.5185746423326086
LEPROT,10.339826743017827,10.460644221737253,-0.12081747871942561,0.11643493848357532,0.5185746423326086
PRDM1,7.8010994504819875,8.003768737498492,-0.2026692870165041,0.11640302974344009,0.5185746423326086
LOC101929336 /// RIF1,5.291486570141068,5.15826128441027,0.13322528573079762,0.11649223929869032,0.5185746423326086
DPEP2,10.40557184271931,10.277991808344927,0.12758003437438248,0.11656146741787662,0.5186066713324808
BRAP,7.4039364289238065,7.551301615980506,-0.14736518705669965,0.11657617961583995,0.5186066713324808
PDGFB,5.562452786658999,5.384242436864409,0.17821034979458972,0.11666337973097755,0.5186531503500532
INSL3,5.8384345919872445,6.1262165934397785,-0.2877820014525341,0.11664921126257528,0.5186531503500532
NUDC,8.011126613219043,8.19851179594752,-0.1873851827284767,0.1168785083218921,0.5194386846334665
PIK3C2G,4.7889392192460924,5.215628848097432,-0.42668962885133954,0.11696284271441568,0.5196426098899828
MCFD2P1 /// MCFD2P1,4.8054282103692785,4.266995805214148,0.5384324051551301,0.11708067132574394,0.5199951603573544
CRYGD,5.740714647898292,5.375533709242451,0.36518093865584067,0.1172340670642988,0.5203556480598418
COX17 /// POPDC2,9.819836825358145,9.72769378613976,0.09214303921838507,0.11723884190471463,0.5203556480598418
ABCG1,7.570321603258981,7.410020067304466,0.16030153595451502,0.11731893771278458,0.5203693610726234
LIME1 /// ZGPAT,9.091100011332385,8.964077141122589,0.12702287020979597,0.11729515301305919,0.5203693610726234
P2RY4,6.390563571136169,6.616598879779787,-0.22603530864361776,0.11738489212694934,0.5204910817243177
HBS1L,7.5527227897105735,7.731484659055899,-0.17876186934532523,0.11753302626208062,0.5208061803055802
RIC8B,7.859368663369189,7.675432871752077,0.18393579161711227,0.11752118593497703,0.5208061803055802
PAQR6,6.523570488998752,6.123717447484682,0.39985304151406975,0.11758583546605926,0.5208694088245791
TOB2,7.816574943442181,7.575814578385646,0.2407603650565351,0.11789402186095849,0.521363935132584
UFD1L,10.614132207899067,10.516054357042941,0.09807785085612508,0.11814670229938617,0.521363935132584
OR3A2,5.790407731032687,6.112500577481424,-0.32209284644873737,0.11807064977691424,0.521363935132584
MEIS2,5.375884247716827,4.7823930194138695,0.5934912283029572,0.11775186961326475,0.521363935132584
ELK3,8.51389895147189,8.318170928216817,0.19572802325507332,0.11810283802749798,0.521363935132584
S100A8,11.629253423727906,11.45720681296308,0.17204661076482708,0.11801124574247218,0.521363935132584
GOSR1,8.577508402476594,8.465549921127073,0.11195848134952158,0.11812291569503308,0.521363935132584
POMC,5.472317354193132,5.082648001910003,0.3896693522831294,0.11802620465288303,0.521363935132584
GNAI2,10.928267663935433,10.756851909726004,0.17141575420942878,0.11789237858188138,0.521363935132584
OSGEPL1,8.547209647980704,8.33709261967527,0.21011702830543477,0.11805139752375232,0.521363935132584
TDRD7,9.320249569114898,9.219614450006548,0.10063511910835032,0.1181603946216134,0.521363935132584
GOLGA4,8.926701762286235,9.070324748130822,-0.143622985844587,0.11800601610954835,0.521363935132584
ATP5S,8.21406253569971,8.304937241197441,-0.0908747054977308,0.11852344101152437,0.5224541113081382
GLI3,7.298303770548721,6.96553992746091,0.33276384308781015,0.11851526734593228,0.5224541113081382
ATF6B /// TNXB,4.6289753133789855,5.083262035636191,-0.4542867222572058,0.11852323738217353,0.5224541113081382
RGS14,7.926429594849659,7.74855768797001,0.17787190687964927,0.11860265813614049,0.5226328414443883
LOC100996747 /// LOC101929876 /// RPS26 /// RPS26P11,13.761761259580362,13.34711105677813,0.41465020280223186,0.11883232277830745,0.5231739689274328
P2RY6,5.718896330897296,5.2872690209357645,0.43162730996153176,0.11891901091713458,0.5231739689274328
EGFL8 /// PPT2,7.207186646144138,6.925738851470964,0.2814477946731744,0.11884484752918326,0.5231739689274328
NCAPD3,8.205117782272195,8.038527942171186,0.1665898401010093,0.11884055766317747,0.5231739689274328
VASH1,7.7948576615331095,8.035322460822384,-0.2404647992892741,0.118883200707811,0.5231739689274328
LOC102725016 /// PPP2R3B,5.116191114017413,4.600105282129924,0.516085831887489,0.11901204959423085,0.5234129027875138
CD72,8.51471917857432,8.155771642868707,0.358947535705612,0.11914764598243009,0.5238387883710288
VCX2,5.50608061919223,5.240458761205203,0.26562185798702664,0.11921571511598955,0.5239676064366176
ADI1,9.92410693562746,10.129595656909002,-0.20548872128154194,0.11930462514040378,0.5240175524122708
PRB4,5.068864900350506,4.8357178134786505,0.23314708687185526,0.11928753799443391,0.5240175524122708
HGS,9.98979037885033,9.81534078137227,0.1744495974780591,0.11934421681343184,0.5240211469244741
RNF185-AS1,4.970185992892529,4.549007757041442,0.4211782358510874,0.11942484822963446,0.5242048794490126
CEP131,6.649712628848526,6.265946864147075,0.38376576470145096,0.12000982388329985,0.5243383276797474
IGH /// IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHG4 /// IGHM /// IGHV3-23 /// IGHV4-31,9.848367959973316,9.598797319232354,0.2495706407409628,0.1198892125221679,0.5243383276797474
KHSRP,7.505821582111253,7.648569966850719,-0.14274838473946616,0.11992550622043648,0.5243383276797474
TAS2R14,6.25822314362649,5.990082721982049,0.26814042164444096,0.11968240997467375,0.5243383276797474
PPP1R10,7.1376879868661645,6.795439635492343,0.34224835137382126,0.11960293491781493,0.5243383276797474
MRPS11,7.8847140105752604,7.736690128238176,0.14802388233708452,0.12003720206001765,0.5243383276797474
COQ7,7.436263708735573,7.312910867183206,0.12335284155236703,0.11969182905637936,0.5243383276797474
NRTN,2.2435241898760223,2.501550878619405,-0.25802668874338286,0.11969613319783379,0.5243383276797474
H2AFY,10.78973913487988,10.904297638745623,-0.11455850386574262,0.12003589119785102,0.5243383276797474
HNRNPA1P37 /// HNRNPA1P37,6.125909839266512,6.3327605704562195,-0.2068507311897072,0.1199911071462209,0.5243383276797474
UBXN1,8.560272934476705,8.748161106586728,-0.18788817211002318,0.1197838308717125,0.5243383276797474
PSD4,9.161850613818931,8.946529450413339,0.2153211634055925,0.11968901456389762,0.5243383276797474
ZSCAN9,6.641915452931379,6.323309151275311,0.31860630165606807,0.11979468670211726,0.5243383276797474
GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2A /// GAGE2B /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE3 /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8,4.699336791301871,4.282984262363297,0.41635252893857366,0.11965709913828491,0.5243383276797474
RGS16,5.429170283795439,5.14837270435909,0.2807975794363484,0.11992822366905591,0.5243383276797474
ETV5,5.3761171914466495,5.159290659416368,0.21682653203028135,0.12012809988816665,0.5245658384454192
GOLGA1,7.95450114819357,7.855323872577479,0.09917727561609091,0.12034306469378837,0.5253347930673611
DNM1,5.4329724490201805,5.791432306264717,-0.35845985724453655,0.12043908560442416,0.5255841917803656
NFIB,4.142408189779172,4.3441062015817336,-0.20169801180256197,0.1205679844769542,0.5256555686767197
SPCS3,10.034762131194617,10.149809634334984,-0.11504750314036727,0.12056290616169581,0.5256555686767197
C7orf43,7.773452240363716,7.965775247699294,-0.1923230073355775,0.12057212452074222,0.5256555686767197
DNAJC28,5.111408100080273,4.61539151955633,0.4960165805239427,0.12062874422952773,0.5257328211099862
KIAA0513,9.243347522887419,9.065107065295283,0.17824045759213547,0.12068035995659411,0.5257882220546001
ITGA9,5.133186006227554,4.6461069979004535,0.4870790083271004,0.12079037899792337,0.5260979607337849
RNF111,9.797809307778044,9.685159100210122,0.11265020756792232,0.12083439079843639,0.5261201003997641
PUM2,10.935156694490518,10.849157305616252,0.08599938887426539,0.12090031465973981,0.5262376014899787
NEUROD4,6.04970876589541,6.397516455263163,-0.34780768936775264,0.12120886925359653,0.5265189129460471
PAPPA,5.7553877236988145,5.988327274361517,-0.2329395506627021,0.12108565860212381,0.5265189129460471
CLTA,9.40251512703938,9.2793377737884,0.12317735325097878,0.12118719505458676,0.5265189129460471
SLC8B1,8.46486193732867,8.300471372724962,0.1643905646037087,0.12107846431682916,0.5265189129460471
RBM12B-AS1,2.982523159535144,2.7856399049731118,0.19688325456203204,0.12100708218999871,0.5265189129460471
C17orf53,5.2857478874841775,4.921224743757498,0.3645231437266796,0.1212376512828782,0.5265189129460471
NUP107,9.91415454703976,9.816865379329839,0.09728916770992058,0.12119852016887993,0.5265189129460471
EHD1,9.437917439537584,9.272143343677351,0.1657740958602325,0.12135125270207388,0.5268429747088109
KIF20B,6.733176012264866,6.368973535000767,0.36420247726409904,0.12140943851911797,0.5269263203551314
RAB35,8.379611770380542,8.248215487140655,0.13139628323988717,0.1215942948552105,0.5273336313636654
ACO1,7.809167125707418,7.666146440829092,0.14302068487832642,0.12157860262848116,0.5273336313636654
HBZ,3.005829679203965,3.275080802001335,-0.2692511227973702,0.12162034250540474,0.5273336313636654
ETAA1,6.298042729394035,6.495830211749637,-0.1977874823556025,0.12166831912708312,0.527372460873165
SMG7,7.415649950852997,7.22179791065047,0.19385204020252722,0.12179988036747989,0.5274945510297978
FAT4,5.470618538903042,5.1236033469338835,0.34701519196915864,0.12180664827736654,0.5274945510297978
DNAJA1P4 /// DNAJA1P4,5.180734165857664,4.71062216265063,0.47011200320703406,0.12181357704506096,0.5274945510297978
OTUD3,7.732747882515979,7.5512196036754275,0.18152827884055167,0.12192980211026357,0.5276597103811118
LOC101929910 /// LOC613037 /// NPIPA5 /// NPIPB3 /// NPIPB4 /// NPIPB5,8.51918354502424,8.812514848428671,-0.2933313034044307,0.1219023242590796,0.5276597103811118
EXOSC8,9.592862427066754,9.460615543517457,0.13224688354929626,0.12198586023724056,0.5277333230173835
BSN,4.338510055101838,4.037924010905762,0.30058604419607615,0.12210444531007092,0.5277564699298024
RASGRP1,11.821717885516058,11.665011846641027,0.15670603887503098,0.1221256218378049,0.5277564699298024
MIR4784 /// MZT2A /// MZT2B,10.46868028650442,10.240940684267803,0.22773960223661582,0.12203527257579967,0.5277564699298024
SREK1,9.729874816301171,9.907642581395024,-0.1777677650938525,0.12214740939255804,0.5277564699298024
AKR1C2 /// LOC101930400,6.148546992423086,6.41451549894035,-0.26596850651726367,0.122238770342104,0.5278137320043245
ARAP1,9.236771321287376,9.120955941477042,0.11581537981033385,0.12221669336210195,0.5278137320043245
RMI1,8.137146181042505,7.895564033888465,0.24158214715404025,0.12254332790454778,0.5285200322810812
MED27,7.414820314645689,7.268637919037207,0.14618239560848156,0.12250917913482616,0.5285200322810812
CEP170B,7.708525083471715,7.843951333028149,-0.135426249556434,0.12259787652247058,0.5285200322810812
IFFO1,9.783162304159857,9.685958804010674,0.09720350014918289,0.1225867307295266,0.5285200322810812
TRIP10,7.01003238845336,6.8504121143286705,0.1596202741246895,0.12254826080239636,0.5285200322810812
HBA1 /// HBA2,15.069911073610998,14.223444321391476,0.8464667522195217,0.12269964872761951,0.5286215341261644
PGLYRP4,6.741882133251233,6.476640754677327,0.26524137857390606,0.12269426214909086,0.5286215341261644
PSG3,5.171158407870803,4.6953403634572926,0.4758180444135105,0.1227584705197599,0.5287064146190424
RSAD1,9.276094460672068,9.145585830550997,0.13050863012107072,0.12281753896675722,0.5287923030059649
CFHR5,2.0822708360921274,2.3321895547077656,-0.2499187186156382,0.12291934805543048,0.5288936609261836
DLEC1,4.7755682465079685,4.608663500077573,0.16690474643039543,0.12289057729780149,0.5288936609261836
C11orf95,7.626826863465985,7.440834954953743,0.1859919085122419,0.1231750198636005,0.5292041588073031
C11orf16,5.147579148931589,4.879093214693488,0.2684859342381012,0.12321855012416748,0.5292041588073031
RP3-452M16.1,2.440563358420577,2.81225737628616,-0.371694017865583,0.12322645118509677,0.5292041588073031
RFPL1,3.4669793802036826,2.9866685395743815,0.4803108406293011,0.12315662320603567,0.5292041588073031
PRR15L,6.18937931040068,5.84985507019649,0.3395242402041898,0.12308266985635917,0.5292041588073031
GOLT1B,8.60848737242769,8.749571874002127,-0.14108450157443642,0.12307107079034164,0.5292041588073031
ZNF84,8.564307638825404,8.369414130018942,0.19489350880646228,0.12392846849359904,0.5294466409241501
SFTPA1 /// SFTPA2,4.780853110431921,5.147819921203978,-0.3669668107720572,0.12361112825849496,0.5294466409241501
GPALPP1,6.418034086940202,6.586975314644225,-0.16894122770402298,0.12367416123195289,0.5294466409241501
TNFSF12 /// TNFSF12-TNFSF13,7.073590765465013,7.377167230622234,-0.3035764651572208,0.12391345904923379,0.5294466409241501
BDH1,8.401296941357364,8.241711193700576,0.1595857476567879,0.12367868479527627,0.5294466409241501
ATP5G2,8.814038644658437,9.039949334881587,-0.22591069022315047,0.12394888434213916,0.5294466409241501
SEMA4A,9.241739842432361,9.065345461172699,0.17639438125966223,0.12359612160562475,0.5294466409241501
SLC9A6,9.861255691171388,9.943953137942373,-0.08269744677098423,0.123653897455339,0.5294466409241501
CETP,3.4292059033028788,3.719487877138272,-0.290281973835393,0.12386692724317601,0.5294466409241501
TPM3,6.604639473954048,6.3529911642793735,0.25164830967467466,0.1238232377273305,0.5294466409241501
EPB41L4A,4.166024224886831,4.458840139918542,-0.2928159150317109,0.12366586160810905,0.5294466409241501
IMPACT,6.8190548351604425,6.985946071129228,-0.16689123596878552,0.1234140668723207,0.5294466409241501
PPP4C,10.207991944845006,10.341051804178678,-0.13305985933367204,0.12344831227029684,0.5294466409241501
PLEKHF1,8.250538741046945,7.876460694243733,0.3740780468032119,0.12380715504397649,0.5294466409241501
CEBPA,9.265166973577772,9.47869186878475,-0.21352489520697837,0.12372615039221267,0.5294466409241501
ZNF207,11.517563831813945,11.61050544730533,-0.09294161549138558,0.12366909189831968,0.5294466409241501
DNAJC13,9.358997174929712,9.543582474095855,-0.18458529916614275,0.12394514361692165,0.5294466409241501
ZNF516,7.381548482306265,7.177580147428418,0.20396833487784694,0.12419943687157863,0.5300143319606521
LOC101929550,6.525551680007069,6.215602907917934,0.3099487720891352,0.12415534002313196,0.5300143319606521
KIR3DL3,6.426249045425142,6.865128588572307,-0.4388795431471646,0.12418347883909632,0.5300143319606521
ANAPC2,8.737719796996364,8.581269649996338,0.1564501470000259,0.1242635093800475,0.5301203690881762
SLC24A3,5.4279633083678736,5.716284081136333,-0.2883207727684596,0.12435242097284929,0.5301767839050966
FCGR2B,8.788350093913179,8.518195845380108,0.27015424853307124,0.12435519089745885,0.5301767839050966
IFNGR2,11.50782343951473,11.362221891905937,0.14560154760879307,0.12446096643073717,0.530460410378875
LPGAT1,9.980423862876354,10.140648819832622,-0.16022495695626837,0.12459516077560298,0.5304632294523726
RAB1B,9.380973331900249,9.532519661277533,-0.1515463293772843,0.12465787767227045,0.5304632294523726
DBET /// DUX4 /// DUX4L1 /// DUX4L2 /// DUX4L24 /// DUX4L3 /// DUX4L4 /// DUX4L5 /// DUX4L6 /// DUX4L7 /// DUX4L8 /// LOC100288289 /// LOC100291626 /// LOC652301,7.153724792994589,6.780518192934157,0.37320660006043127,0.1245034473005282,0.5304632294523726
KCTD15,7.3795625690479385,7.561367247463022,-0.18180467841508374,0.12463229627326709,0.5304632294523726
PRDM14,6.120065522842892,5.741293625244116,0.37877189759877616,0.1245718961763009,0.5304632294523726
BICD1,6.456808730796326,6.211735548102336,0.24507318269399025,0.12473548373072921,0.5306263967959727
RP11-69I8.2,4.047254936585586,4.575826550934398,-0.5285716143488122,0.12482945083454466,0.5308590396566617
ASF1B,7.519586949651949,7.334872676279741,0.18471427337220803,0.12520770827260064,0.5314341861094077
CORO1B,8.090308264851995,8.293809899829578,-0.20350163497758267,0.12515257120571222,0.5314341861094077
NABP1,5.303113817989916,4.863985732048936,0.43912808594098074,0.1252380831395792,0.5314341861094077
CDKL1,3.761730375923604,4.103032995777802,-0.3413026198541984,0.1250615656769943,0.5314341861094077
POMGNT1,7.152748137518457,6.975886142038957,0.17686199547950032,0.12520711981144367,0.5314341861094077
HAGH,8.981749260429854,8.869385698119851,0.11236356231000322,0.125239946929964,0.5314341861094077
TNRC6B,9.130070176040435,9.25719617333838,-0.12712599729794505,0.12517774786419542,0.5314341861094077
C19orf60,9.057693725901114,8.95260393887152,0.10508978702959304,0.12538143539867966,0.531867576714738
ZNF195,8.42860752686632,8.302997646313026,0.12560988055329503,0.12562324739308386,0.5318916630694012
SLC25A3,12.970397914819692,13.044884224933881,-0.07448631011418883,0.12557303141675455,0.5318916630694012
COPB2,10.36607131547234,10.22219629364947,0.14387502182287015,0.12557617354810152,0.5318916630694012
HADHA,10.533043573264152,10.614889243001164,-0.08184566973701202,0.12554724867483075,0.5318916630694012
ZIC1,3.2558433744549955,2.9498322971906155,0.30601107726438004,0.12554940999700598,0.5318916630694012
STMN2,3.68714916829821,3.4607586091787077,0.22639055911950212,0.1255919563876432,0.5318916630694012
EMR1,9.239882815412942,9.44833111229344,-0.2084482968804977,0.1258022864988176,0.5322505962948295
MTMR9,8.721031645955547,8.629278424886442,0.091753221069105,0.1259443142397976,0.5322505962948295
SLC2A8,5.426469809463129,5.735650944318638,-0.3091811348555087,0.125887998378334,0.5322505962948295
RPL23AP32,7.330262809406529,7.500434791576843,-0.17017198217031382,0.1258487164501046,0.5322505962948295
MRPS28,8.955515052824389,8.848176018587727,0.10733903423666113,0.12592600940050502,0.5322505962948295
LOC101928625 /// MED21,7.994496316530409,7.8719023349911765,0.12259398153923229,0.12575507976393901,0.5322505962948295
MPG,8.996675505205367,9.125325052502612,-0.1286495472972451,0.12601612462388528,0.5323875974653984
ABCC1,9.108609026400147,9.20016465668682,-0.09155563028667224,0.12638251092263622,0.5327486644674184
SLC33A1,7.793548482835701,7.906409284091051,-0.11286080125535047,0.12629996270684044,0.5327486644674184
SRSF6,9.919861655038952,10.136854541873292,-0.21699288683434048,0.12668696897135193,0.5327486644674184
TOX3,2.7266474771768707,3.0629949889258117,-0.33634751174894095,0.12657468609547834,0.5327486644674184
GPRC5B,5.239340415092458,4.944728292556861,0.29461212253559665,0.12662641651203138,0.5327486644674184
ZNF536,6.0708838558152936,5.639211088248726,0.4316727675665675,0.12669287514600686,0.5327486644674184
COX5B,10.315097511820547,10.419238131584265,-0.10414061976371869,0.12633382129657678,0.5327486644674184
AHCTF1,7.976020310382666,7.780292680236496,0.19572763014617056,0.12668603396163747,0.5327486644674184
C1orf56,8.510303841915599,8.325874607718335,0.18442923419726398,0.12650417298549935,0.5327486644674184
CYP11B2,4.808256757382729,5.206077810368377,-0.3978210529856483,0.12659320750267108,0.5327486644674184
FAIM,6.866745793743909,6.625385181262046,0.2413606124818628,0.12619255678910288,0.5327486644674184
DOCK5,4.781632536549621,4.514218239994382,0.26741429655523863,0.12643962867233194,0.5327486644674184
KCNAB3,6.495892595430606,6.129245562919638,0.36664703251096764,0.12619922956017726,0.5327486644674184
KRT6A,4.473620188776166,4.025645697537561,0.4479744912386048,0.12657868890976154,0.5327486644674184
DKK2,3.4426016476180283,3.9463219567464236,-0.5037203091283953,0.1265134275099687,0.5327486644674184
KPNA2,9.422437711488381,9.575026578805042,-0.15258886731666088,0.12709111977248239,0.5327697496775311
CAMP,9.015500625090569,8.394877546580028,0.6206230785105404,0.12710260340675203,0.5327697496775311
LOC145678,5.434637180868798,4.9927338026895285,0.44190337817926917,0.1269201158262581,0.5327697496775311
CYP2B6 /// CYP2B7P,4.119905053316975,4.548712874419138,-0.4288078211021631,0.12675762492303091,0.5327697496775311
TDP1,9.410695304898123,9.306313339402246,0.10438196549587708,0.12682975168026184,0.5327697496775311
MSANTD3-TMEFF1 /// TMEFF1,4.140764056526265,4.4418568964597585,-0.3010928399334931,0.1270992964609443,0.5327697496775311
EVA1B,7.783025736345773,7.616428941846839,0.1665967944989344,0.12687270496954947,0.5327697496775311
GGA3,8.641222023455114,8.517677095430017,0.12354492802509753,0.12702091877698166,0.5327697496775311
EGLN3,6.011971956748235,5.763913231824229,0.2480587249240065,0.1270167651735323,0.5327697496775311
TXNRD3 /// TXNRD3NB,5.7583097337204014,5.5001565470999525,0.25815318662044895,0.12709802989724722,0.5327697496775311
PIN4,8.57307462673289,8.449415758217924,0.12365886851496555,0.1271315162937505,0.5327697496775311
SLC35E2 /// SLC35E2B,8.904506114482427,8.65316367043752,0.2513424440449068,0.12727670270726096,0.5332128447267923
SNRNP70,8.77825719774756,8.520360185797067,0.25789701195049375,0.12745316139294285,0.5336212751628323
IGHMBP2,7.8889468779272205,7.75915107366746,0.12979580425976067,0.12743852828092195,0.5336212751628323
HN1L,7.210429997849355,7.081151623860644,0.12927837398871045,0.12750224720369624,0.533661465146471
GAL,5.346621557137825,5.616054640128488,-0.2694330829906635,0.12757042904950758,0.5337815320755712
GREM1,5.0378809360090315,4.658589968895401,0.3792909671136302,0.12772264699861524,0.5340877395378357
IL32,11.57109161308501,11.325444337577544,0.24564727550746568,0.12769228096863505,0.5340877395378357
SUPT7L,8.50964498637763,8.394730827591482,0.11491415878614752,0.12785111580651284,0.5344595824698487
CLEC2D,9.861928817712712,9.641312722363361,0.22061609534935123,0.12805271404365745,0.5350346545882638
RBM12,9.001662930336913,8.861281553387991,0.1403813769489215,0.12814223248398127,0.5350346545882638
GIN1,8.518929586472566,8.292986054178483,0.22594353229408348,0.1281470349169227,0.5350346545882638
FAM222B,8.412878920844777,8.209684585401542,0.20319433544323573,0.1281027104973782,0.5350346545882638
MORN1,5.16126957280767,4.995724193039421,0.16554537976824868,0.12823378502321822,0.5352315023436671
FAM65B,11.42482345997528,11.271792508223328,0.15303095175195125,0.1283313374873928,0.5354733022976579
FKBP14,6.604263992776461,6.813321538383518,-0.2090575456070578,0.12839068281070717,0.5355555796872554
ARHGAP8 /// PRR5-ARHGAP8,4.18983324828365,4.439340288884446,-0.24950704060079598,0.12851943700375587,0.5357259534217832
ARHGAP33,6.313607029644444,6.085228719132971,0.22837831051147361,0.12855044520509382,0.5357259534217832
LOC101928676 /// MAEA,10.715933231231887,10.592393475277207,0.12353975595467936,0.12847274150707874,0.5357259534217832
KCNA10,4.2069510395539815,4.5463934142462845,-0.339442374692303,0.128739457852612,0.5361829808561022
YWHAB,12.130872327085426,12.035290507990892,0.09558181909453367,0.12870435680888134,0.5361829808561022
MARCH8,9.264810269952152,9.378375254924324,-0.1135649849721716,0.128997587366595,0.5365479117377676
CDC5L,8.080873048466177,7.979123738390295,0.10174931007588217,0.1290255799591376,0.5365479117377676
LOC100294145,5.423685852447081,5.068558440320416,0.35512741212666477,0.12901024302776304,0.5365479117377676
FHL3,7.533153405228779,7.21702540335838,0.3161280018703989,0.1289942923409085,0.5365479117377676
HPRT1,10.148503202656013,10.252374383401483,-0.10387118074546997,0.1289078931134575,0.5365479117377676
CXCL3,4.588367590174851,4.206420275876293,0.3819473142985581,0.12917922798718434,0.5369141384013331
DYRK1A,6.8547284655048895,6.71649082379061,0.1382376417142792,0.12919310233674697,0.5369141384013331
CEMP1,3.8772571799874997,3.5552610991469926,0.3219960808405071,0.129318611115776,0.5371209488479644
HOXB2,8.889551982555107,8.652825292535352,0.23672669001975422,0.129322350540235,0.5371209488479644
DXO,7.493677162549346,7.333932249676472,0.15974491287287407,0.1294405562953236,0.5374467337423344
SNRNP25,9.251897111868706,9.113363549055192,0.1385335628135138,0.12968810313668358,0.5383091873133534
GNB1,11.626100618728643,11.703685627269541,-0.07758500854089867,0.12973684175965325,0.5383461517905169
YPEL1,7.832809241895048,8.077618916016887,-0.2448096741218384,0.13016699097507428,0.5384624428352455
LYPD3,4.713508770029656,4.919249992920846,-0.20574122289118968,0.13040233632258663,0.5384624428352455
RP1-217P22.2,4.267660128979439,3.888263284090888,0.37939684488855097,0.1303201890866949,0.5384624428352455
RAB32,10.00428824042655,10.14253675421814,-0.13824851379158964,0.13031269233572035,0.5384624428352455
SGSM3,8.644292718134505,8.514926738875857,0.12936597925864746,0.1299529947024806,0.5384624428352455
MSMO1,8.36526559664274,8.17977714084707,0.18548845579566908,0.12989874036692545,0.5384624428352455
LOC102725198 /// RASA4 /// RASA4B /// RASA4CP,7.727426237002114,7.42745025567915,0.2999759813229641,0.13028247837024165,0.5384624428352455
HSF1,6.914696835491595,7.082214780653637,-0.1675179451620421,0.13037394437305022,0.5384624428352455
N4BP1,8.92367952738767,8.805250012381224,0.11842951500644538,0.1299654912365348,0.5384624428352455
KLHL26,6.498881652513399,6.128821494298168,0.37006015821523075,0.13032548164396762,0.5384624428352455
ZSCAN18,8.827318293768819,8.667536388470632,0.15978190529818725,0.130033163660576,0.5384624428352455
PRKCDBP,5.565257558513544,5.870790432703697,-0.3055328741901535,0.1303373724037916,0.5384624428352455
HCRTR2,4.989242159910303,5.382896622793815,-0.3936544628835126,0.1303285987064646,0.5384624428352455
